file,检测时间,音频时长,prediction,confidence,
D:/urbansound8k-gunshot/102305-6-0-0.wav,1.394273996,2.61,gun_shot,0.439621031,53.42%
D:/urbansound8k-gunshot/122690-6-0-0.wav,0.04986763,3.145895692,gun_shot,0.375064731,1.59%
D:/urbansound8k-gunshot/131571-6-0-0.wav,0.011968136,1.9,gun_shot,0.520149887,0.63%
D:/urbansound8k-gunshot/133797-6-1-0.wav,0.011968374,1.949895833,drilling,0.182807833,0.61%
D:/urbansound8k-gunshot/133797-6-2-0.wav,0.010970831,1.769104167,gun_shot,0.560306132,0.62%
D:/urbansound8k-gunshot/135526-6-10-0.wav,0.013962507,2.61,gun_shot,0.862647235,0.53%
D:/urbansound8k-gunshot/135526-6-11-0.wav,0.012965202,2.39,gun_shot,0.833204806,0.54%
D:/urbansound8k-gunshot/135526-6-12-0.wav,0.011968374,2.68,gun_shot,0.938136101,0.45%
D:/urbansound8k-gunshot/135526-6-2-0.wav,0.013963223,2.587981859,gun_shot,0.952462852,0.54%
D:/urbansound8k-gunshot/135526-6-4-0.wav,0.012965441,1.789818594,gun_shot,0.809684753,0.72%
D:/urbansound8k-gunshot/135526-6-5-0.wav,0.011968374,2.297732426,gun_shot,0.747727454,0.52%
D:/urbansound8k-gunshot/135526-6-6-0.wav,0.010970592,2.2,gun_shot,0.585444391,0.50%
D:/urbansound8k-gunshot/135526-6-7-0.wav,0.011968136,2.055873016,gun_shot,0.765069425,0.58%
D:/urbansound8k-gunshot/135526-6-8-0.wav,0.010970592,1.86,gun_shot,0.790557861,0.59%
D:/urbansound8k-gunshot/135526-6-9-0.wav,0.010970831,1.98,gun_shot,0.715161741,0.55%
D:/urbansound8k-gunshot/135527-6-1-0.wav,0.011967659,3.23,gun_shot,0.755001009,0.37%
D:/urbansound8k-gunshot/135527-6-11-0.wav,0.010970592,1.889954649,gun_shot,0.312891722,0.58%
D:/urbansound8k-gunshot/135527-6-12-0.wav,0.009971619,1.95,gun_shot,0.413536847,0.51%
D:/urbansound8k-gunshot/135527-6-14-0.wav,0.012964249,4,gun_shot,0.849645734,0.32%
D:/urbansound8k-gunshot/135527-6-14-1.wav,0.013962507,4,gun_shot,0.440741152,0.35%
D:/urbansound8k-gunshot/135527-6-14-10.wav,0.015957832,4,gun_shot,0.838929713,0.40%
D:/urbansound8k-gunshot/135527-6-14-2.wav,0.013962984,4,gun_shot,0.851572156,0.35%
D:/urbansound8k-gunshot/135527-6-14-3.wav,0.015957594,4,engine_idling,0.28379333,0.40%
D:/urbansound8k-gunshot/135527-6-14-4.wav,0.012965679,4,gun_shot,0.730647862,0.32%
D:/urbansound8k-gunshot/135527-6-14-5.wav,0.012964964,4,gun_shot,0.697335422,0.32%
D:/urbansound8k-gunshot/135527-6-14-6.wav,0.015957355,4,gun_shot,0.59721458,0.40%
D:/urbansound8k-gunshot/135527-6-14-7.wav,0.018949747,4,jackhammer,0.355846882,0.47%
D:/urbansound8k-gunshot/135527-6-14-8.wav,0.012965441,4,engine_idling,0.288562894,0.32%
D:/urbansound8k-gunshot/135527-6-14-9.wav,0.014959574,4,gun_shot,0.353207707,0.37%
D:/urbansound8k-gunshot/135527-6-2-0.wav,0.012965441,2.13,gun_shot,0.815738499,0.61%
D:/urbansound8k-gunshot/135527-6-4-0.wav,0.010971546,2.19,gun_shot,0.743709445,0.50%
D:/urbansound8k-gunshot/135527-6-5-0.wav,0.012965679,2.255736961,gun_shot,0.567630291,0.57%
D:/urbansound8k-gunshot/135527-6-6-0.wav,0.012965679,2.438639456,gun_shot,0.427683175,0.53%
D:/urbansound8k-gunshot/135527-6-7-0.wav,0.011967897,2.377687075,gun_shot,0.367378801,0.50%
D:/urbansound8k-gunshot/135527-6-8-0.wav,0.012965202,1.828979592,gun_shot,0.376011431,0.71%
D:/urbansound8k-gunshot/135527-6-9-0.wav,0.012965441,2.07,gun_shot,0.386832207,0.63%
D:/urbansound8k-gunshot/135528-6-0-0.wav,0.012965679,2.45,gun_shot,0.478982806,0.53%
D:/urbansound8k-gunshot/135528-6-1-0.wav,0.010971785,2.175034014,gun_shot,0.79727596,0.50%
D:/urbansound8k-gunshot/135528-6-10-0.wav,0.010970354,2.119274376,gun_shot,0.702063918,0.52%
D:/urbansound8k-gunshot/135528-6-11-0.wav,0.012965202,1.84,gun_shot,0.306213737,0.70%
