file,检测时间,音频时长,prediction,confidence,
D:/urbansound8k-gunshot/102305-6-0-0.wav,1.376575708,2.61,gun_shot,0.695417583,52.74%
D:/urbansound8k-gunshot/122690-6-0-0.wav,0.062484741,3.145895692,gun_shot,0.826452732,1.99%
D:/urbansound8k-gunshot/131571-6-0-0.wav,0,1.9,gun_shot,0.788367152,0.00%
D:/urbansound8k-gunshot/133797-6-1-0.wav,0.015621424,1.949895833,drilling,0.408783942,0.80%
D:/urbansound8k-gunshot/133797-6-2-0.wav,0,1.769104167,gun_shot,0.649208784,0.00%
D:/urbansound8k-gunshot/135526-6-10-0.wav,0.015621662,2.61,gun_shot,0.929436386,0.60%
D:/urbansound8k-gunshot/135526-6-11-0.wav,0.015621185,2.39,gun_shot,0.884728074,0.65%
D:/urbansound8k-gunshot/135526-6-12-0.wav,0.023226976,2.68,gun_shot,0.955898404,0.87%
D:/urbansound8k-gunshot/135526-6-2-0.wav,0.01562047,2.587981859,gun_shot,0.954776645,0.60%
D:/urbansound8k-gunshot/135526-6-4-0.wav,0.015620708,1.789818594,gun_shot,0.881063759,0.87%
D:/urbansound8k-gunshot/135526-6-5-0.wav,0.01562047,2.297732426,gun_shot,0.790945709,0.68%
D:/urbansound8k-gunshot/135526-6-6-0.wav,0.015621662,2.2,gun_shot,0.775740504,0.71%
D:/urbansound8k-gunshot/135526-6-7-0.wav,0.015621185,2.055873016,gun_shot,0.866477847,0.76%
D:/urbansound8k-gunshot/135526-6-8-0.wav,0.015623331,1.86,gun_shot,0.853043735,0.84%
D:/urbansound8k-gunshot/135526-6-9-0.wav,0.015620947,1.98,gun_shot,0.836785972,0.79%
D:/urbansound8k-gunshot/135527-6-1-0.wav,0.0155797,3.23,gun_shot,0.964340866,0.48%
D:/urbansound8k-gunshot/135527-6-11-0.wav,0.015622139,1.889954649,gun_shot,0.385709107,0.83%
D:/urbansound8k-gunshot/135527-6-12-0.wav,0.015622377,1.95,gun_shot,0.497048676,0.80%
D:/urbansound8k-gunshot/135527-6-14-0.wav,0.015622616,4,gun_shot,0.962429583,0.39%
D:/urbansound8k-gunshot/135527-6-14-1.wav,0.015621424,4,gun_shot,0.815127254,0.39%
D:/urbansound8k-gunshot/135527-6-14-10.wav,0.015621185,4,gun_shot,0.941254854,0.39%
D:/urbansound8k-gunshot/135527-6-14-2.wav,0.015621185,4,gun_shot,0.867645741,0.39%
D:/urbansound8k-gunshot/135527-6-14-3.wav,0.015621662,4,gun_shot,0.561177969,0.39%
D:/urbansound8k-gunshot/135527-6-14-4.wav,0.015621185,4,gun_shot,0.942060947,0.39%
D:/urbansound8k-gunshot/135527-6-14-5.wav,0.015620947,4,gun_shot,0.898482859,0.39%
D:/urbansound8k-gunshot/135527-6-14-6.wav,0.022316217,4,gun_shot,0.816534281,0.56%
D:/urbansound8k-gunshot/135527-6-14-7.wav,0,4,gun_shot,0.336802274,0.00%
