D:/urbansound8k-gunshot_fold10/157207-6-0-0.wav,1.469623327,2.927959184,gun_shot,0.313312799,50.19%
D:/urbansound8k-gunshot_fold10/157207-6-1-0.wav,0.013962507,3.199501134,gun_shot,0.489065558,0.44%
D:/urbansound8k-gunshot_fold10/157207-6-10-0.wav,0.012964249,1.969047619,gun_shot,0.405254275,0.66%
D:/urbansound8k-gunshot_fold10/157207-6-5-0.wav,0.012964964,2.077913832,gun_shot,0.188002706,0.62%
D:/urbansound8k-gunshot_fold10/157207-6-9-0.wav,0.013961315,2.089705215,gun_shot,0.405002862,0.67%
D:/urbansound8k-gunshot_fold10/159709-6-0-0.wav,0.013962269,1.92,gun_shot,0.445002288,0.73%
D:/urbansound8k-gunshot_fold10/169261-6-0-0.wav,0.010971546,1.66,gun_shot,0.384029686,0.66%
D:/urbansound8k-gunshot_fold10/174289-6-0-0.wav,0.011968374,2.22,gun_shot,0.483549446,0.54%
D:/urbansound8k-gunshot_fold10/174289-6-1-0.wav,0.0109694,2.349291667,gun_shot,0.76199919,0.47%
D:/urbansound8k-gunshot_fold10/174289-6-2-0.wav,0.012966871,2.46,gun_shot,0.588539779,0.53%
D:/urbansound8k-gunshot_fold10/174289-6-3-0.wav,0.011966705,2.236645833,gun_shot,0.516041279,0.54%
D:/urbansound8k-gunshot_fold10/174292-6-0-0.wav,0.013962269,2.929375,gun_shot,0.280636251,0.48%
D:/urbansound8k-gunshot_fold10/174292-6-1-0.wav,0.014003754,2.89,gun_shot,0.280383199,0.48%
D:/urbansound8k-gunshot_fold10/174292-6-2-0.wav,0.012964964,3.488270833,gun_shot,0.284843296,0.37%
D:/urbansound8k-gunshot_fold10/200460-6-0-0.wav,0.012964725,1.898435374,gun_shot,0.538807034,0.68%
D:/urbansound8k-gunshot_fold10/200460-6-1-0.wav,0.012965441,1.806099773,gun_shot,0.557638705,0.72%
,,,平均值,0.432631772,
,,,标准差,0.14225095,
