file,检测时间,音频时长,prediction,confidence,
D:/urbansound8k-gunshot/102305-6-0-0.wav,1.432172775,2.61,gun_shot,0.190487087,54.87%
D:/urbansound8k-gunshot/122690-6-0-0.wav,0.052858829,3.145895692,engine_idling,0.225616649,1.68%
D:/urbansound8k-gunshot/131571-6-0-0.wav,0.012965202,1.9,gun_shot,0.274452865,0.68%
D:/urbansound8k-gunshot/133797-6-1-0.wav,0.011967659,1.949895833,drilling,0.156430036,0.61%
D:/urbansound8k-gunshot/133797-6-2-0.wav,0.010970354,1.769104167,gun_shot,0.170440212,0.62%
D:/urbansound8k-gunshot/135526-6-10-0.wav,0.011968374,2.61,engine_idling,0.31112051,0.46%
D:/urbansound8k-gunshot/135526-6-11-0.wav,0.012965202,2.39,engine_idling,0.250493765,0.54%
D:/urbansound8k-gunshot/135526-6-12-0.wav,0.012965202,2.68,gun_shot,0.370307118,0.48%
D:/urbansound8k-gunshot/135526-6-2-0.wav,0.012965441,2.587981859,gun_shot,0.347607702,0.50%
D:/urbansound8k-gunshot/135526-6-4-0.wav,0.010971785,1.789818594,engine_idling,0.222903356,0.61%
D:/urbansound8k-gunshot/135526-6-5-0.wav,0.012965202,2.297732426,engine_idling,0.281753421,0.56%
D:/urbansound8k-gunshot/135526-6-6-0.wav,0.011968136,2.2,drilling,0.211281478,0.54%
D:/urbansound8k-gunshot/135526-6-7-0.wav,0.012965918,2.055873016,children_playing,0.191035688,0.63%
D:/urbansound8k-gunshot/135526-6-8-0.wav,0.010970831,1.86,engine_idling,0.291710347,0.59%
D:/urbansound8k-gunshot/135526-6-9-0.wav,0.011967897,1.98,children_playing,0.229101375,0.60%
D:/urbansound8k-gunshot/135527-6-1-0.wav,0.013962746,3.23,gun_shot,0.178563848,0.43%
D:/urbansound8k-gunshot/135527-6-11-0.wav,0.010971308,1.889954649,engine_idling,0.227881864,0.58%
D:/urbansound8k-gunshot/135527-6-12-0.wav,0.009972811,1.95,engine_idling,0.224932328,0.51%
D:/urbansound8k-gunshot/135527-6-14-0.wav,0.015957355,4,gun_shot,0.445995569,0.40%
D:/urbansound8k-gunshot/135527-6-14-1.wav,0.014960289,4,engine_idling,0.23227118,0.37%
D:/urbansound8k-gunshot/135527-6-14-10.wav,0.013962746,4,gun_shot,0.372582734,0.35%
D:/urbansound8k-gunshot/135527-6-14-2.wav,0.01378417,4,gun_shot,0.386050314,0.34%
D:/urbansound8k-gunshot/135527-6-14-3.wav,0.015957832,4,children_playing,0.226120576,0.40%
D:/urbansound8k-gunshot/135527-6-14-4.wav,0.013962746,4,gun_shot,0.230947807,0.35%
