file,检测时间,音频时长,prediction,confidence,
D:/urbansound8k-gunshot/102305-6-0-0.wav,3.978959799,2.61,gun_shot,0.331986845,152.45%
D:/urbansound8k-gunshot/122690-6-0-0.wav,0.098060369,3.145895692,gun_shot,0.344395161,3.12%
D:/urbansound8k-gunshot/131571-6-0-0.wav,0.029696226,1.9,gun_shot,0.497573763,1.56%
D:/urbansound8k-gunshot/133797-6-1-0.wav,0.029939175,1.949895833,drilling,0.213954851,1.54%
D:/urbansound8k-gunshot/133797-6-2-0.wav,0.038896561,1.769104167,gun_shot,0.362233788,2.20%
D:/urbansound8k-gunshot/135526-6-10-0.wav,0.037897587,2.61,gun_shot,0.823958755,1.45%
D:/urbansound8k-gunshot/135526-6-11-0.wav,0.037950993,2.39,gun_shot,0.741101623,1.59%
D:/urbansound8k-gunshot/135526-6-12-0.wav,0.036902189,2.68,gun_shot,0.891181827,1.38%
D:/urbansound8k-gunshot/135526-6-2-0.wav,0.038343191,2.587981859,gun_shot,0.906054497,1.48%
D:/urbansound8k-gunshot/135526-6-4-0.wav,0.037711143,1.789818594,gun_shot,0.755763829,2.11%
D:/urbansound8k-gunshot/135526-6-5-0.wav,0.02953434,2.297732426,gun_shot,0.581966341,1.29%
D:/urbansound8k-gunshot/135526-6-6-0.wav,0.0349648,2.2,gun_shot,0.537834167,1.59%
D:/urbansound8k-gunshot/135526-6-7-0.wav,0.034588099,2.055873016,gun_shot,0.751998425,1.68%
D:/urbansound8k-gunshot/135526-6-8-0.wav,0.024932623,1.86,gun_shot,0.749390244,1.34%
D:/urbansound8k-gunshot/135526-6-9-0.wav,0.018863678,1.98,gun_shot,0.668368757,0.95%
D:/urbansound8k-gunshot/135527-6-1-0.wav,0.052923441,3.23,gun_shot,0.629962862,1.64%
D:/urbansound8k-gunshot/135527-6-11-0.wav,0.023936272,1.889954649,gun_shot,0.46282199,1.27%
D:/urbansound8k-gunshot/135527-6-12-0.wav,0.026554823,1.95,gun_shot,0.475969583,1.36%
D:/urbansound8k-gunshot/135527-6-14-0.wav,0.032476902,4,gun_shot,0.779242516,0.81%
D:/urbansound8k-gunshot/135527-6-14-1.wav,0.039893627,4,gun_shot,0.522378147,1.00%
D:/urbansound8k-gunshot/135527-6-14-10.wav,0.042171001,4,gun_shot,0.755743325,1.05%
D:/urbansound8k-gunshot/135527-6-14-2.wav,0.050605536,4,gun_shot,0.785939038,1.27%
D:/urbansound8k-gunshot/135527-6-14-3.wav,0.054853678,4,gun_shot,0.217247874,1.37%
D:/urbansound8k-gunshot/135527-6-14-4.wav,0.033908129,4,gun_shot,0.656962574,0.85%
D:/urbansound8k-gunshot/135527-6-14-5.wav,0.041921377,4,gun_shot,0.556268215,1.05%
D:/urbansound8k-gunshot/135527-6-14-6.wav,0.033982038,4,gun_shot,0.582719445,0.85%
D:/urbansound8k-gunshot/135527-6-14-7.wav,0.036938906,4,jackhammer,0.270816892,0.92%
D:/urbansound8k-gunshot/135527-6-14-8.wav,0.042848587,4,engine_idling,0.286813676,1.07%
D:/urbansound8k-gunshot/135527-6-14-9.wav,0.029918671,4,gun_shot,0.415832371,0.75%
D:/urbansound8k-gunshot/135527-6-2-0.wav,0.034902811,2.13,gun_shot,0.720748007,1.64%
D:/urbansound8k-gunshot/135527-6-4-0.wav,0.018945456,2.19,gun_shot,0.661139667,0.87%
D:/urbansound8k-gunshot/135527-6-5-0.wav,0.035866261,2.255736961,gun_shot,0.536433518,1.59%
D:/urbansound8k-gunshot/135527-6-6-0.wav,0.036900997,2.438639456,gun_shot,0.420707583,1.51%
D:/urbansound8k-gunshot/135527-6-7-0.wav,0.028995752,2.377687075,gun_shot,0.377307296,1.22%
D:/urbansound8k-gunshot/135527-6-8-0.wav,0.034906864,1.828979592,gun_shot,0.37982434,1.91%
D:/urbansound8k-gunshot/135527-6-9-0.wav,0.033178091,2.07,gun_shot,0.453372061,1.60%
D:/urbansound8k-gunshot/135528-6-0-0.wav,0.033932209,2.45,gun_shot,0.453221351,1.38%
D:/urbansound8k-gunshot/135528-6-1-0.wav,0.035376072,2.175034014,gun_shot,0.645569742,1.63%
D:/urbansound8k-gunshot/135528-6-10-0.wav,0.024932861,2.119274376,gun_shot,0.623549402,1.18%
D:/urbansound8k-gunshot/135528-6-11-0.wav,0.032918453,1.84,gun_shot,0.337938875,1.79%
D:/urbansound8k-gunshot/135528-6-12-0.wav,0.031914234,2.34,gun_shot,0.330123454,1.36%
D:/urbansound8k-gunshot/135528-6-2-0.wav,0.041985035,4,gun_shot,0.396035016,1.05%
D:/urbansound8k-gunshot/135528-6-3-0.wav,0.035467148,2.84,gun_shot,0.512940645,1.25%
D:/urbansound8k-gunshot/135528-6-4-0.wav,0.040937424,4,gun_shot,0.439667404,1.02%
D:/urbansound8k-gunshot/135528-6-4-1.wav,0.042294979,4,gun_shot,0.527328074,1.06%
D:/urbansound8k-gunshot/135528-6-4-2.wav,0.036303997,4,gun_shot,0.628486931,0.91%
D:/urbansound8k-gunshot/135528-6-5-0.wav,0.034874439,2.23,dog_bark,0.318650246,1.56%
D:/urbansound8k-gunshot/135528-6-6-0.wav,0.035936594,2.007709751,gun_shot,0.559815109,1.79%
D:/urbansound8k-gunshot/135544-6-0-0.wav,0.047916412,2.327800454,gun_shot,0.908356845,2.06%
D:/urbansound8k-gunshot/135544-6-1-0.wav,0.041920424,2.38,gun_shot,0.58480835,1.76%
D:/urbansound8k-gunshot/135544-6-18-0.wav,0.035903454,1.828979592,gun_shot,0.772797287,1.96%
D:/urbansound8k-gunshot/136399-6-0-0.wav,0.044880152,3.35,gun_shot,0.650718331,1.34%
D:/urbansound8k-gunshot/136399-6-1-0.wav,0.031912565,3.68,gun_shot,0.699710488,0.87%
D:/urbansound8k-gunshot/136399-6-2-0.wav,0.039893389,3.25,gun_shot,0.819321394,1.23%
D:/urbansound8k-gunshot/136399-6-3-0.wav,0.040888786,2.9471875,gun_shot,0.750779688,1.39%
D:/urbansound8k-gunshot/136399-6-4-0.wav,0.026629925,1.956333333,gun_shot,0.66773504,1.36%
D:/urbansound8k-gunshot/136399-6-5-0.wav,0.036901712,2.36,gun_shot,0.921967924,1.56%
D:/urbansound8k-gunshot/136399-6-6-0.wav,0.027898788,1.93,gun_shot,0.899594545,1.45%
D:/urbansound8k-gunshot/136399-6-7-0.wav,0.037898779,2.616895833,gun_shot,0.966831744,1.45%
D:/urbansound8k-gunshot/136399-6-9-0.wav,0.036764145,2.03,gun_shot,0.578579962,1.81%
D:/urbansound8k-gunshot/145608-6-0-0.wav,0.033392429,1.008927083,gun_shot,0.49346593,3.31%
D:/urbansound8k-gunshot/145608-6-1-0.wav,0.044321775,1.03,gun_shot,0.630700052,4.30%
D:/urbansound8k-gunshot/145608-6-2-0.wav,0.038933992,0.9580625,gun_shot,0.546096206,4.06%
D:/urbansound8k-gunshot/145608-6-3-0.wav,0.034267902,0.9071875,gun_shot,0.319751173,3.78%
D:/urbansound8k-gunshot/145609-6-0-0.wav,0.04088974,1.265677083,gun_shot,0.165859476,3.23%
D:/urbansound8k-gunshot/145609-6-1-0.wav,0.035759211,1.086635417,gun_shot,0.24955152,3.29%
D:/urbansound8k-gunshot/145611-6-0-0.wav,0.03935194,1.15678125,gun_shot,0.795698643,3.40%
D:/urbansound8k-gunshot/145611-6-1-0.wav,0.033517361,1.175447917,gun_shot,0.485121906,2.85%
D:/urbansound8k-gunshot/145611-6-2-0.wav,0.034906149,1.1,gun_shot,0.405088395,3.17%
D:/urbansound8k-gunshot/145611-6-3-0.wav,0.035904646,1.11946875,gun_shot,0.698112011,3.21%
D:/urbansound8k-gunshot/145611-6-4-0.wav,0.032737494,1.06,gun_shot,0.769928396,3.09%
D:/urbansound8k-gunshot/145612-6-0-0.wav,0.041553736,0.975083333,gun_shot,0.353358835,4.26%
D:/urbansound8k-gunshot/145612-6-2-0.wav,0.033377409,0.91,gun_shot,0.408293515,3.67%
D:/urbansound8k-gunshot/145612-6-3-0.wav,0.037125826,1.126145833,gun_shot,0.35669592,3.30%
D:/urbansound8k-gunshot/145683-6-0-0.wav,0.035903931,1.23,gun_shot,0.629392624,2.92%
D:/urbansound8k-gunshot/145683-6-1-0.wav,0.036052227,1.38,gun_shot,0.145953923,2.61%
D:/urbansound8k-gunshot/145683-6-2-0.wav,0.031723499,0.92,gun_shot,0.299635589,3.45%
D:/urbansound8k-gunshot/145683-6-3-0.wav,0.034906387,0.98,dog_bark,0.245989367,3.56%
D:/urbansound8k-gunshot/145683-6-4-0.wav,0.03134346,0.98,gun_shot,0.466798902,3.20%
D:/urbansound8k-gunshot/148833-6-1-0.wav,0.024209976,1.88,gun_shot,0.561767817,1.29%
D:/urbansound8k-gunshot/151069-6-0-0.wav,0.040302753,1.85,gun_shot,0.5244174,2.18%
D:/urbansound8k-gunshot/156897-6-0-0.wav,0.038894892,3.44,gun_shot,0.464296252,1.13%
D:/urbansound8k-gunshot/157207-6-0-0.wav,0.03807497,2.927959184,gun_shot,0.557296336,1.30%
D:/urbansound8k-gunshot/157207-6-1-0.wav,0.040891171,3.199501134,gun_shot,0.613428831,1.28%
