file,检测时间,音频时长,prediction,confidence,
D:/urbansound8k-gunshot/102305-6-0-0.wav,1.526278496,2.61,gun_shot,0.41351372,58.48%
D:/urbansound8k-gunshot/122690-6-0-0.wav,0.046867847,3.145895692,gun_shot,0.614200413,1.49%
D:/urbansound8k-gunshot/131571-6-0-0.wav,0.015595436,1.9,gun_shot,0.599902987,0.82%
D:/urbansound8k-gunshot/133797-6-1-0.wav,0.015594959,1.949895833,drilling,0.34341675,0.80%
D:/urbansound8k-gunshot/133797-6-2-0.wav,0.015622616,1.769104167,gun_shot,0.559671521,0.88%
D:/urbansound8k-gunshot/135526-6-10-0.wav,0.015594721,2.61,gun_shot,0.954215765,0.60%
D:/urbansound8k-gunshot/135526-6-11-0.wav,0.015621185,2.39,gun_shot,0.907048225,0.65%
D:/urbansound8k-gunshot/135526-6-12-0.wav,0.015619516,2.68,gun_shot,0.980917931,0.58%
D:/urbansound8k-gunshot/135526-6-2-0.wav,0.015580893,2.587981859,gun_shot,0.980144918,0.60%
D:/urbansound8k-gunshot/135526-6-4-0.wav,0.015568972,1.789818594,gun_shot,0.895210028,0.87%
D:/urbansound8k-gunshot/135526-6-5-0.wav,0.015619993,2.297732426,gun_shot,0.811070859,0.68%
D:/urbansound8k-gunshot/135526-6-6-0.wav,0.015594244,2.2,gun_shot,0.863045216,0.71%
D:/urbansound8k-gunshot/135526-6-7-0.wav,0.015565872,2.055873016,gun_shot,0.858781397,0.76%
D:/urbansound8k-gunshot/135526-6-8-0.wav,0.015622377,1.86,gun_shot,0.904768229,0.84%
D:/urbansound8k-gunshot/135526-6-9-0.wav,0.001004219,1.98,gun_shot,0.840993524,0.05%
D:/urbansound8k-gunshot/135527-6-1-0.wav,0.015582323,3.23,gun_shot,0.907535851,0.48%
D:/urbansound8k-gunshot/135527-6-11-0.wav,0.015622616,1.889954649,gun_shot,0.481283218,0.83%
D:/urbansound8k-gunshot/135527-6-12-0.wav,0.01563406,1.95,gun_shot,0.607259274,0.80%
D:/urbansound8k-gunshot/135527-6-14-0.wav,0.015622616,4,gun_shot,0.933834434,0.39%
D:/urbansound8k-gunshot/135527-6-14-1.wav,0.031241417,4,gun_shot,0.837614596,0.78%
D:/urbansound8k-gunshot/135527-6-14-10.wav,0.015594959,4,gun_shot,0.897420406,0.39%
D:/urbansound8k-gunshot/135527-6-14-2.wav,0.03118825,4,gun_shot,0.93467772,0.78%
D:/urbansound8k-gunshot/135527-6-14-3.wav,0.015620708,4,gun_shot,0.565909803,0.39%
D:/urbansound8k-gunshot/135527-6-14-4.wav,0.01562047,4,gun_shot,0.829335272,0.39%
D:/urbansound8k-gunshot/135527-6-14-5.wav,0.015596151,4,gun_shot,0.90862602,0.39%
D:/urbansound8k-gunshot/135527-6-14-6.wav,0.015620947,4,gun_shot,0.772429943,0.39%
D:/urbansound8k-gunshot/135527-6-14-7.wav,0,4,gun_shot,0.379196346,0.00%
D:/urbansound8k-gunshot/135527-6-14-8.wav,0.015621901,4,gun_shot,0.64481312,0.39%
D:/urbansound8k-gunshot/135527-6-14-9.wav,0.015594482,4,gun_shot,0.847057641,0.39%
D:/urbansound8k-gunshot/135527-6-2-0.wav,0.015595675,2.13,gun_shot,0.867066383,0.73%
D:/urbansound8k-gunshot/135527-6-4-0.wav,0.015620708,2.19,gun_shot,0.903042197,0.71%
D:/urbansound8k-gunshot/135527-6-5-0.wav,0.015621662,2.255736961,gun_shot,0.765713751,0.69%
D:/urbansound8k-gunshot/135527-6-6-0.wav,0.015621424,2.438639456,gun_shot,0.450207263,0.64%
D:/urbansound8k-gunshot/135527-6-7-0.wav,0.015623093,2.377687075,gun_shot,0.560578823,0.66%
D:/urbansound8k-gunshot/135527-6-8-0.wav,0.01562047,1.828979592,gun_shot,0.524579346,0.85%
D:/urbansound8k-gunshot/135527-6-9-0.wav,0.015667677,2.07,gun_shot,0.573202372,0.76%
D:/urbansound8k-gunshot/135528-6-0-0.wav,0.015641689,2.45,gun_shot,0.467259824,0.64%
D:/urbansound8k-gunshot/135528-6-1-0.wav,0.015647173,2.175034014,gun_shot,0.795867562,0.72%
D:/urbansound8k-gunshot/135528-6-10-0.wav,0.015621662,2.119274376,gun_shot,0.724076748,0.74%
D:/urbansound8k-gunshot/135528-6-11-0.wav,0.01561904,1.84,gun_shot,0.585332692,0.85%
D:/urbansound8k-gunshot/135528-6-12-0.wav,0.013935328,2.34,gun_shot,0.489897579,0.60%
D:/urbansound8k-gunshot/135528-6-2-0.wav,0.015621185,4,gun_shot,0.838918388,0.39%
D:/urbansound8k-gunshot/135528-6-3-0.wav,0.015621901,2.84,gun_shot,0.782275856,0.55%
D:/urbansound8k-gunshot/135528-6-4-0.wav,0.015621185,4,gun_shot,0.745761991,0.39%
D:/urbansound8k-gunshot/135528-6-4-1.wav,0.015625,4,gun_shot,0.817390442,0.39%
D:/urbansound8k-gunshot/135528-6-4-2.wav,0.015663147,4,gun_shot,0.702345073,0.39%
D:/urbansound8k-gunshot/135528-6-5-0.wav,0.015621662,2.23,gun_shot,0.605407417,0.70%
D:/urbansound8k-gunshot/135528-6-6-0.wav,0.015592575,2.007709751,gun_shot,0.673918545,0.78%
D:/urbansound8k-gunshot/135544-6-0-0.wav,0,2.327800454,gun_shot,0.971007645,0.00%
D:/urbansound8k-gunshot/135544-6-1-0.wav,0.015621901,2.38,gun_shot,0.692365229,0.66%
D:/urbansound8k-gunshot/135544-6-18-0.wav,0.015621185,1.828979592,gun_shot,0.808940053,0.85%
D:/urbansound8k-gunshot/136399-6-0-0.wav,0.015608072,3.35,gun_shot,0.817902863,0.47%
D:/urbansound8k-gunshot/136399-6-1-0.wav,0.015621185,3.68,gun_shot,0.854563296,0.42%
D:/urbansound8k-gunshot/136399-6-2-0.wav,0.015654325,3.25,gun_shot,0.878194571,0.48%
D:/urbansound8k-gunshot/136399-6-3-0.wav,0.015620708,2.9471875,gun_shot,0.863261759,0.53%
D:/urbansound8k-gunshot/136399-6-4-0.wav,0,1.956333333,gun_shot,0.842961729,0.00%
D:/urbansound8k-gunshot/136399-6-5-0.wav,0,2.36,gun_shot,0.983079314,0.00%
D:/urbansound8k-gunshot/136399-6-6-0.wav,0.021195889,1.93,gun_shot,0.905502617,1.10%
D:/urbansound8k-gunshot/136399-6-7-0.wav,0,2.616895833,gun_shot,0.974909484,0.00%
D:/urbansound8k-gunshot/136399-6-9-0.wav,0.015652657,2.03,gun_shot,0.755412221,0.77%
D:/urbansound8k-gunshot/145608-6-0-0.wav,0.015607834,1.008927083,gun_shot,0.627696097,1.55%
D:/urbansound8k-gunshot/145608-6-1-0.wav,0.01561904,1.03,gun_shot,0.741362751,1.52%
D:/urbansound8k-gunshot/145608-6-2-0.wav,0.015594244,0.9580625,gun_shot,0.707946122,1.63%
D:/urbansound8k-gunshot/145608-6-3-0.wav,0.015594959,0.9071875,gun_shot,0.470859289,1.72%
D:/urbansound8k-gunshot/145609-6-0-0.wav,0.015621901,1.265677083,gun_shot,0.178623587,1.23%
D:/urbansound8k-gunshot/145609-6-1-0.wav,0.015620947,1.086635417,gun_shot,0.253011912,1.44%
D:/urbansound8k-gunshot/145611-6-0-0.wav,0.015622854,1.15678125,gun_shot,0.87902385,1.35%
D:/urbansound8k-gunshot/145611-6-1-0.wav,0.015622139,1.175447917,gun_shot,0.69356811,1.33%
D:/urbansound8k-gunshot/145611-6-2-0.wav,0.015623808,1.1,gun_shot,0.653916538,1.42%
D:/urbansound8k-gunshot/145611-6-3-0.wav,0.015593529,1.11946875,gun_shot,0.768965781,1.39%
D:/urbansound8k-gunshot/145611-6-4-0.wav,0.015621901,1.06,gun_shot,0.799656868,1.47%
D:/urbansound8k-gunshot/145612-6-0-0.wav,0.016863108,0.975083333,gun_shot,0.355315089,1.73%
D:/urbansound8k-gunshot/145612-6-2-0.wav,0.015661716,0.91,gun_shot,0.436126977,1.72%
D:/urbansound8k-gunshot/145612-6-3-0.wav,0.015594721,1.126145833,gun_shot,0.409683943,1.38%
D:/urbansound8k-gunshot/145683-6-0-0.wav,0.015597105,1.23,gun_shot,0.760960221,1.27%
D:/urbansound8k-gunshot/145683-6-1-0.wav,0.015621185,1.38,gun_shot,0.284935206,1.13%
D:/urbansound8k-gunshot/145683-6-2-0.wav,0.015621424,0.92,gun_shot,0.325398177,1.70%
D:/urbansound8k-gunshot/145683-6-3-0.wav,0.015664577,0.98,gun_shot,0.350632399,1.60%
D:/urbansound8k-gunshot/145683-6-4-0.wav,0.015621901,0.98,gun_shot,0.649793446,1.59%
D:/urbansound8k-gunshot/148833-6-1-0.wav,0.015622377,1.88,gun_shot,0.703260899,0.83%
D:/urbansound8k-gunshot/151069-6-0-0.wav,0.015621901,1.85,gun_shot,0.770397127,0.84%
D:/urbansound8k-gunshot/156897-6-0-0.wav,0.015608072,3.44,gun_shot,0.626615524,0.45%
D:/urbansound8k-gunshot/157207-6-0-0.wav,0.015594244,2.927959184,gun_shot,0.616140127,0.53%
D:/urbansound8k-gunshot/157207-6-1-0.wav,0.015625,3.199501134,gun_shot,0.888545811,0.49%
D:/urbansound8k-gunshot/157207-6-10-0.wav,0.023170233,1.969047619,gun_shot,0.518310845,1.18%
D:/urbansound8k-gunshot/157207-6-5-0.wav,0.016900301,2.077913832,gun_shot,0.408320069,0.81%
D:/urbansound8k-gunshot/157207-6-9-0.wav,0.015596628,2.089705215,gun_shot,0.670300484,0.75%
D:/urbansound8k-gunshot/157799-6-0-0.wav,0.015621424,2.27,gun_shot,0.707470417,0.69%
D:/urbansound8k-gunshot/157801-6-0-0.wav,0,2.53,gun_shot,0.569402277,0.00%
D:/urbansound8k-gunshot/158977-6-0-0.wav,0.015600681,1.8865625,gun_shot,0.408247024,0.83%
D:/urbansound8k-gunshot/158978-6-0-0.wav,0.015595198,1.737541667,gun_shot,0.693419397,0.90%
D:/urbansound8k-gunshot/158979-6-0-0.wav,0.031270027,2.35,gun_shot,0.686576903,1.33%
D:/urbansound8k-gunshot/159701-6-0-0.wav,0.015596151,1.898166667,gun_shot,0.511603296,0.82%
D:/urbansound8k-gunshot/159701-6-1-0.wav,0.015622616,2.04,gun_shot,0.434021652,0.77%
