file,检测时间,音频时长,prediction,confidence,
D:/urbansound8k-gunshot/102305-6-0-0.wav,3.552187681,2.61,gun_shot,0.558848917,136.10%
D:/urbansound8k-gunshot/122690-6-0-0.wav,0.065398932,3.145895692,gun_shot,0.517092645,2.08%
D:/urbansound8k-gunshot/131571-6-0-0.wav,0.023307323,1.9,gun_shot,0.61495012,1.23%
D:/urbansound8k-gunshot/133797-6-1-0.wav,0.05492425,1.949895833,drilling,0.440854907,2.82%
D:/urbansound8k-gunshot/133797-6-2-0.wav,0.022683859,1.769104167,gun_shot,0.438955277,1.28%
D:/urbansound8k-gunshot/135526-6-10-0.wav,0.025740623,2.61,gun_shot,0.858355701,0.99%
D:/urbansound8k-gunshot/135526-6-11-0.wav,0.024145842,2.39,gun_shot,0.789691925,1.01%
D:/urbansound8k-gunshot/135526-6-12-0.wav,0.023324966,2.68,gun_shot,0.955278814,0.87%
D:/urbansound8k-gunshot/135526-6-2-0.wav,0.07779479,2.587981859,gun_shot,0.957843423,3.01%
D:/urbansound8k-gunshot/135526-6-4-0.wav,0.024958372,1.789818594,gun_shot,0.732397318,1.39%
D:/urbansound8k-gunshot/135526-6-5-0.wav,0.026928186,2.297732426,gun_shot,0.800141037,1.17%
D:/urbansound8k-gunshot/135526-6-6-0.wav,0.021939993,2.2,gun_shot,0.667294621,1.00%
D:/urbansound8k-gunshot/135526-6-7-0.wav,0.021864891,2.055873016,gun_shot,0.806010962,1.06%
D:/urbansound8k-gunshot/135526-6-8-0.wav,0.024014235,1.86,gun_shot,0.82763195,1.29%
D:/urbansound8k-gunshot/135526-6-9-0.wav,0.02397871,1.98,gun_shot,0.741472542,1.21%
D:/urbansound8k-gunshot/135527-6-1-0.wav,0.027730227,3.23,gun_shot,0.890564501,0.86%
D:/urbansound8k-gunshot/135527-6-11-0.wav,0.073800087,1.889954649,gun_shot,0.349212229,3.90%
D:/urbansound8k-gunshot/135527-6-12-0.wav,0.023894787,1.95,gun_shot,0.523391128,1.23%
D:/urbansound8k-gunshot/135527-6-14-0.wav,0.028237343,4,gun_shot,0.955672503,0.71%
D:/urbansound8k-gunshot/135527-6-14-1.wav,0.028476715,4,gun_shot,0.797437727,0.71%
D:/urbansound8k-gunshot/135527-6-14-10.wav,0.02593255,4,gun_shot,0.901553929,0.65%
D:/urbansound8k-gunshot/135527-6-14-2.wav,0.027052641,4,gun_shot,0.929525793,0.68%
D:/urbansound8k-gunshot/135527-6-14-3.wav,0.026863337,4,gun_shot,0.529964864,0.67%
D:/urbansound8k-gunshot/135527-6-14-4.wav,0.026927948,4,gun_shot,0.924022079,0.67%
D:/urbansound8k-gunshot/135527-6-14-5.wav,0.027819395,4,gun_shot,0.888166368,0.70%
D:/urbansound8k-gunshot/135527-6-14-6.wav,0.025930643,4,gun_shot,0.788155794,0.65%
D:/urbansound8k-gunshot/135527-6-14-7.wav,0.027923584,4,gun_shot,0.325042516,0.70%
D:/urbansound8k-gunshot/135527-6-14-8.wav,0.025875807,4,gun_shot,0.560589969,0.65%
