D:/urbansound8k-gunshot_fold10/157207-6-0-0.wav,1.427186251,2.927959184,gun_shot,0.578446388,48.74%
D:/urbansound8k-gunshot_fold10/157207-6-1-0.wav,0.013960838,3.199501134,gun_shot,0.768550694,0.44%
D:/urbansound8k-gunshot_fold10/157207-6-10-0.wav,0.010969877,1.969047619,gun_shot,0.577139854,0.56%
D:/urbansound8k-gunshot_fold10/157207-6-5-0.wav,0.012965679,2.077913832,gun_shot,0.299222231,0.62%
D:/urbansound8k-gunshot_fold10/157207-6-9-0.wav,0.011968136,2.089705215,gun_shot,0.567959726,0.57%
D:/urbansound8k-gunshot_fold10/159709-6-0-0.wav,0.012965679,1.92,gun_shot,0.850434303,0.68%
D:/urbansound8k-gunshot_fold10/169261-6-0-0.wav,0.010970354,1.66,gun_shot,0.574657023,0.66%
D:/urbansound8k-gunshot_fold10/174289-6-0-0.wav,0.012965679,2.22,gun_shot,0.884576619,0.58%
D:/urbansound8k-gunshot_fold10/174289-6-1-0.wav,0.012965202,2.349291667,gun_shot,0.951609135,0.55%
D:/urbansound8k-gunshot_fold10/174289-6-2-0.wav,0.013962746,2.46,gun_shot,0.927675307,0.57%
D:/urbansound8k-gunshot_fold10/174289-6-3-0.wav,0.010970592,2.236645833,gun_shot,0.877610087,0.49%
D:/urbansound8k-gunshot_fold10/174292-6-0-0.wav,0.013962746,2.929375,gun_shot,0.448009849,0.48%
D:/urbansound8k-gunshot_fold10/174292-6-1-0.wav,0.014960051,2.89,gun_shot,0.452538848,0.52%
D:/urbansound8k-gunshot_fold10/174292-6-2-0.wav,0.015957594,3.488270833,gun_shot,0.46700871,0.46%
D:/urbansound8k-gunshot_fold10/200460-6-0-0.wav,0.013962984,1.898435374,gun_shot,0.808815122,0.74%
D:/urbansound8k-gunshot_fold10/200460-6-1-0.wav,0.012964725,1.806099773,gun_shot,0.836648941,0.72%
,,,平均值,0.679431427,
,,,标准差,0.203904425,
